population,inflation,exports,imports,income,industry,agri,iso_code
6477365,11.66374097913,52.9289434584401,67.1971456624257,2.3,30.7115516796726,13.6181903649926,340
6606500,-4.00943396226443,112.718574496907,107.553738648435,5.5,24.7271799142688,10.7463953744479,344
10237530,9.99774409303364,55.6436554579462,58.3821193918374,5.5,27.5177515947091,5.31042369241763,348
277381,3.23183260906467,32.4569602044965,36.9730813534471,5.5,22.7180865407426,7.59994041548173,352
210996910,20.4778311126401,35.5141290838601,27.4297837763323,8.9,43.3600616732301,19.612676402133,360
64474745,20.0707078146866,19.292023195998,15.5933909385954,5.5,37.4588861757893,9.91498621545228,364
23820734,12.5777623393436,77.634883408788,60.6797189947638,5.5,79.5741068177302,7.20350392397431,368
3754786,1.63192376414532,86.4601038422812,73.4109291134859,5.5,31.37096419336,2.57229167369639,372
6125000,5.17505599434163,31.6152301615365,34.0777505689727,5.5,22.9482428591443,1.74412987034178,376
56916317,1.66345995007714,23.2007416928655,21.4200491086453,5.5,24.6817872959994,2.72223236277597,380
2596271,5.95423949113011,39.0366070862465,45.1951398055231,5.5,22.9524874489167,6.67959721253552,388
126631000,-0.341296928327639,9.80553900156021,8.32009171513089,5.5,32.8723148204433,1.57606029050321,392
4950775,0.606256567779466,43.3107851790319,61.1595884602738,5.5,21.2259661146012,2.00578024678539,400
14928374,8.29602765342568,42.4620955088389,40.1170558469331,5.5,32.9666653326432,9.88634864043421,398
29965129,5.74200109520481,20.8327351985075,27.359539790402,5.5,14.915302558375,28.7440796130558,404
87289,3.0419466709453102,18.7738317757009,93.8691588785047,5.5,11.596261682243,25.1644859813084,296
23204498,3.0419466709453102,28.8060954910355,36.7912681156118,5.5,24.7271799142688,10.7463953744479,408
46616677,0.812957254446379,32.590822939439,27.1719308212149,5.5,34.6658652504933,4.24975441835615,410
1877427,2.99081035923165,45.9338909669891,39.4342235841958,5.5,24.7271799142688,0.427494901687078,414
4840400,37.0309258369344,42.2029377974725,56.9965534219596,5.5,23.1250231823404,34.8816264565895,417
5340056,125.27212839928,35.8758415231056,44.1826146400573,5.5,22.4698367231233,34.3119793651814,418
2390482,2.36481836111806,35.0283740541451,44.8366969399767,5.5,24.7271799142688,3.65790628240267,428
4250020,3.0419466709453102,14.0639896274263,36.750181138695,5.5,21.2294550585364,6.19685009342943,422
2789743,3.0419466709453102,28.8060954910355,36.7912681156118,5.5,24.7271799142688,10.7463953744479,430
5057998,2.6486225229582,20.2205441687642,14.5810859403092,5.5,24.7271799142688,10.7463953744479,434
3524238,0.727550626557433,32.4181587307582,42.4033364331132,5.5,26.2782579551838,6.38288732693551,440
430475,1.02519676474934,129.936451950794,109.986047626897,5.5,17.253326749647,0.713557132921405,442
425518,-3.20416248186585,76.1905671915609,56.0464760739948,5.5,12.3375630637517,10.7463953744479,446
2017142,-1.27928657572629,23.0418595204847,49.5831191692404,5.5,26.5943719040969,10.5176831159852,807
15730885,9.92953399348779,18.3466200690167,22.5777919517896,6.3,24.7271799142688,33.2796628878081,450
10973956,44.8041642861674,28.8060954910355,36.7912681156118,5.5,16.5755956546098,34.4000768621901,454
22368655,2.74456130240608,121.311393650836,96.2595257411126,5.5,46.4590177015866,10.8423880517615,458
278111,2.95370836069138,28.8060954910355,36.7912681156118,5.5,24.7271799142688,10.7463953744479,462
10916993,-1.20190368637501,20.2509889197506,29.7754466838801,5.5,18.226346471891,35.5557160308632,466
387578,2.13476888806385,111.686091686092,116.487956487956,5.5,24.8795648795649,2.18596218596219,470
53834,3.0419466709453102,22.1163459326507,84.9611156837928,5.5,13.6703453186187,7.895733527631,584
2620611,4.07417613596756,22.5691860382982,26.4477520014578,5.5,32.4093951666799,26.2766556315337,478
1175267,6.90914624866774,63.8026645669143,66.8885928703226,5.5,26.2970641806277,4.99635192726008,480
96334810,16.5856169707539,24.6326500515211,25.9853213927583,5.5,34.1243330548828,3.68106668954497,484
111539,3.0419466709453102,16.4620322021618,78.276918604255,5.5,7.85325735155503,23.6482609969542,583
2930622,39.2559806891746,52.3183763996002,65.2095587942884,6,20.5076405135261,24.8810986016861,498
2428488,7.56494150307375,50.1584406154075,62.0828979323378,5.5,22.3042457388502,31.6978330669609,496
28176997,0.684782608695663,25.1543679508289,28.8323246974193,5.5,26.1018747709049,13.8655430543884,504
17337893,3.0419466709453102,8.85859050089141,34.8435340203597,5.5,17.9159635421717,22.9365512861938,508
45041636,18.4010433741609,28.8060954910355,36.7912681156118,5.5,24.7271799142688,10.7463953744479,104
10383,3.0419466709453102,28.8060954910355,36.7912681156118,5.5,24.7271799142688,10.7463953744479,520
24143157,7.4511126095755,22.8484720906571,29.7185091627782,5.5,20.4411231566268,38.701481715375,524
15812088,2.15717918055056,59.9050205145199,54.496863817441,9.1,21.6576590322296,2.32966750028012,528
209214,3.0419466709453102,18.433917555011,37.9601481425729,5.5,21.6318157351553,2.16376522106415,540
3835100,-0.114267129777519,30.9505515371504,30.4506795962165,5.5,24.0574411149087,6.27577740684807,554
5049878,3.0419466709453102,18.5302795190448,44.0073650017969,5.5,20.2606473106374,17.0002169688192,558
11231469,-2.30212503849647,12.6556555877235,18.7195811368156,5.5,17.5650732293517,35.0025945777756,562
119695565,6.61837339479756,21.3343312772724,13.1234998986602,5.5,29.3636932703443,26.0284857101616,566
76237,3.0419466709453102,28.8060954910355,36.7912681156118,5.5,24.7271799142688,10.7463953744479,580
2312600,3.0419466709453102,49.0583651349598,38.5610722406496,5.5,50.1910432603026,2.95289416441717,512
149694462,4.14263718082168,15.3534993273502,16.9664634820763,5.5,22.103173212169,25.169285514224,586
19380,3.0419466709453102,28.8060954910355,36.7912681156118,5.5,24.7271799142688,10.7463953744479,585
2943120,1.24718256949633,56.8537676405442,69.8325472573439,1.9,22.4584093972918,6.02110152334673,591
5321388,14.9321817407701,63.1183638793865,52.8884381867198,5.5,35.086427584332,34.2572664869396,598
5026031,6.75226586102725,42.7929400088689,34.7623356817668,2.8,35.128827047079,14.004558328133,600
26252239,3.46965996293021,15.3968880071118,17.8088885487375,2.9,28.6013693710666,8.26450173379097,604
76249064,5.93904901780807,38.4111587355426,38.7503349766746,5.5,33.5507082480636,15.1943554182619,608
38660271,7.1540729117986,24.0918862022445,30.0197174328792,5.5,30.2127407231702,3.25278341956622,616
10217828,2.34009490312174,26.4819747246951,36.8323550925286,5.5,24.8681230004472,3.28917248565999,620
613302,2.18170320404723,60.0407882778036,25.6921815078362,5.5,24.7271799142688,10.7463953744479,634
22472040,45.8037811326362,26.6618172055494,31.3118578394381,5.5,30.3919719045684,12.6491118592906,642
147214776,85.7464940960636,43.2199685128244,26.1733129859875,6.3,33.4962012517122,6.58064760911948,643
8009587,-2.4059320974226,5.41631186265508,21.9348753474533,5.5,18.3359471912719,31.5660505000132,646
182211,0.265120132560367,28.8060954910355,36.7912681156118,5.5,27.2079388995037,15.9840382743204,882
141808,12.7251770130085,28.8060954910355,36.7912681156118,5.5,24.7271799142688,10.7463953744479,678
21009660,-1.33376350229425,34.6664938544479,23.1795931195673,5.5,47.6267506718735,5.67955271976421,682
9478564,0.827250608272504,19.0042574130823,30.4810047531599,5.5,23.2443931005786,17.3760117354229,686
80410,6.34730538922157,23.2888862181895,69.6164107802782,5.5,27.1309677613196,3.1006820298651,690
4475145,3.0419466709453102,13.8278916025781,19.921272099786,5.5,24.3055417552645,59.8664904645509,694
3958723,0.0167098337370759,176.745012905762,159.73983350712,5.5,30.845626570486,0.111245961607494,702
5396020,10.5704416075224,46.3477064742072,51.1361711384585,5.5,28.3665364682185,1.64410671789987,703
1983045,6.15558754451559,44.1061359520764,48.4357288458508,5.5,31.0160893758107,2.99225876748061,705
419229,8.02036839296842,36.4655612843992,32.6961827079631,5.5,24.7271799142688,33.5982924122113,90
8384479,3.0419466709453102,28.8060954910355,36.7912681156118,5.5,24.7271799142688,10.7463953744479,706
40386875,2.31034813987068,26.3515090067028,28.2849579418622,5.5,27.8950116077439,3.81737821101418,724
18663293,4.69170563048432,35.4837047170656,43.2677736325718,5.5,27.3613237332533,20.7284809437567,144
44825,3.36303630363045,28.8060954910355,36.7912681156118,5.5,22.4781391616745,1.75160252026516,659
158256,3.50379784108943,28.8060954910355,36.7912681156118,5.5,24.7271799142688,10.7463953744479,662
113995,1.01355044438876,28.8060954910355,36.7912681156118,5.5,17.8484084402904,6.93973116954519,670
470458,98.7730914112164,28.8060954910355,36.7912681156118,5.5,21.8868815680718,8.44662232193228,740
8857874,0.462175756339131,40.1114332826671,34.7869325332723,5.5,26.0246659960238,2.13018890754403,752
15901201,-3.70370370370367,32.3167605104189,31.991644406245,5.5,29.9642775170555,24.3458610266002,760
6189565,3.0419466709453102,66.0966542750929,67.5092936802974,8.3,27.4599628252788,25.3886394052045,762
33499772,7.89043336058879,10.1633516307338,14.850100600918,5.5,19.786928256425,26.4322989736632,834
62442651,0.28472645922304,56.4385428614735,44.2677458429596,6.1,36.3788997763176,8.8929952779078,764
866649,3.0419466709453102,28.8060954910355,36.7912681156118,5.5,24.7271799142688,10.7463953744479,626
4867941,-0.0532136248823594,28.8746893485824,39.0148387283692,5.5,16.2098101516077,36.9332231808608,768
101982,4.4643546767589,15.4351928499161,35.0932929904186,5.5,17.1086943421599,22.3840696232441,776
1327063,3.43913590881996,28.8060954910355,36.7912681156118,5.5,40.6259399241299,1.93592311333183,780
9788067,2.69012485811578,37.9790415861375,39.9260723550291,5.5,26.0458998081996,10.606338964866,788
63185615,64.8674876350757,18.8109124989818,18.8540095139507,5.5,28.2861088812238,10.4578259441456,792
4501079,3.0419466709453102,35.6768885564697,54.7993019197208,5.5,43.6499626028422,24.8416853652456,795
17984,3.0419466709453102,28.8060954910355,36.7912681156118,5.5,24.7271799142688,10.7463953744479,796
9640,3.0419466709453102,28.8060954910355,36.7912681156118,5.5,14.3223482937913,20.7116156068955,798
23279247,5.77736898687892,12.2515738969733,23.7731362600512,5.9,17.8468236368977,34.7859787484548,800
49674000,22.6836718061345,53.7037907269131,48.2479162386348,5.5,32.0180616672544,11.8750095828031,804
3097563,3.0419466709453102,28.8060954910355,36.7912681156118,5.5,42.0206625694073,2.33324519711343,784
58682466,1.7529508005142,24.2829095436479,25.2978020399368,6.8,22.5038548101326,0.844514677010008,826
279040000,2.18802719697358,10.309334558667,13.0042291459932,5.5,22.5585977336559,1.15124101558576,842
3278963,5.65868803927908,15.0976530821748,18.2887958647279,5.5,23.3221437951584,5.81525119210805,858
24311650,3.0419466709453102,18.1790891922618,18.4397696203245,5.5,21.0461041218419,29.0229534073079,860
187432,1.99897488467451,37.3775041193305,53.8548261208915,5.5,8.32249298991125,24.8460671234065,548
23966960,3.0419466709453102,22.9117089002201,19.1585215841037,3.8,41.940661829383,4.35106142766149,862
78123713,4.11710235771737,49.966245972491,52.8211606311665,5.5,34.4947517390022,25.4344379935091,704
18114552,8.66021949364344,28.8060954910355,36.7912681156118,5.5,40.6070576287314,16.4348292850822,887
9621238,26.7876966790029,25.037219399921,34.7303148029946,5.5,22.8198423592505,18.1899716550729,894
11716454,3.0419466709453102,37.4085797532233,33.5140800474703,5.5,19.1164172608536,15.4812667243228,716
