population,inflation,exports,imports,industry,agri,iso_code
5856733,1.85304543989687,59.6585396818304,52.5217141767259,19.3200765151605,0.867187374625137,208
1105557,3.49505757399453,34.8936269333784,41.8726259594613,24.5038885560255,6.90679365008507,262
72412,3.49505757399453,34.8936269333784,41.8726259594613,12.1961651818832,16.9913586270041,212
11117873,8.24300347981817,21.7527020808167,30.9821649871884,32.6621209274583,5.66578214634109,214
17797737,0.133251386096455,26.1883645351699,25.1976440337236,31.1735412208666,9.41428763930584,218
109262178,5.21404940513043,11.0976186721337,20.2759817063555,30.7912531099196,11.8315058476581,818
6314167,3.46692585313078,29.5471612495972,54.8212509752256,24.0477935368206,4.91712061200671,222
1634466,3.49505757399453,55.4732496981446,46.5940499033254,51.3209543847478,2.63047390742318,226
3620312,3.49505757399453,34.8936269333784,41.8726259594613,24.5038885560255,6.90679365008507,232
1330932,4.65316673847481,78.2966516714484,78.6613974730984,23.1064624029966,2.02065434240508,233
120283026,26.8395221557722,7.59283824287404,16.6626767744346,21.85234219266,37.5738332571173,231
924610,0.155855722131493,27.3065978437336,54.5768974189911,16.8896040146013,14.5217291412485,242
5541017,2.19457432339993,39.4168685626992,39.1877215386268,24.6062530085493,2.29584631236399,246
304032,3.49505757399453,34.8936269333784,41.8726259594613,24.5038885560255,6.90679365008507,258
2341179,3.49505757399453,55.7994180776034,16.8461765416363,50.9156384823949,6.01726243495251,266
2639916,7.37034758876615,6.4718566662887,35.6209390099927,17.1547447418547,22.4187283640172,270
3708610,9.56691433824767,43.186906129409,59.6342899278429,21.3680837567167,6.46632850320505,268
83196078,3.14296967309964,47.030554591518,41.7122232248213,26.7365030887763,0.850725341847713,276
32833031,9.97108867504441,29.9076197158287,28.5223939115588,28.2645090589918,19.7087753759578,288
32669,3.49505757399453,34.8936269333784,41.8726259594613,24.5038885560255,6.90679365008507,292
10641221,1.22382501019855,40.8740030513676,48.5868993710656,15.3123205342193,3.87084477838361,300
56653,3.49505757399453,34.8936269333784,41.8726259594613,24.5038885560255,6.90679365008507,304
124610,1.21951193916844,34.8936269333784,41.8726259594613,14.5478595319932,5.33781064659353,308
170534,3.49505757399453,3.03772660460559,59.8889433284338,24.5038885560255,6.90679365008507,316
17109746,4.26105127422819,17.7897811323017,32.0717713163062,22.2366391271185,9.39684132618279,320
13531906,12.5970695076018,64.3152396862091,68.0672726673494,28.5336042668058,25.82198618151,324
2060721,2.24248879577662,34.8936269333784,41.8726259594613,24.5038885560255,6.90679365008507,624
804567,5.03285574626696,34.8936269333784,41.8726259594613,50.3700042568972,13.4889386255588,328
11447569,16.8415240198785,7.11472377628638,29.9318160662594,25.4464651027653,20.6152857877008,332
10278345,4.48087963413448,38.4633350472476,61.9173410027831,26.5804574601895,11.0408477707958,340
7413100,1.56875834445927,203.524083853194,198.699159000893,5.98585487869388,0.0754787464255621,344
9709891,5.11096534382858,81.5471229399371,81.2447369016344,24.2519745059828,3.35458899003314,348
372520,4.44423970189747,38.1975593488488,39.9833297266587,20.3903483387871,4.52355171261736,352
273753191,1.56012990525685,21.5608110101497,18.8619567220109,39.8587969026214,13.2806834934936,360
87923432,43.3890162681516,22.8392319889567,21.5346020619098,38.0137347471642,12.3930959952544,364
43533592,6.04186489058039,37.6452695278003,24.1760840249229,53.8301522035362,3.95197625403441,368
5033165,2.35814296241712,134.414792743671,95.031243719261,37.7918092505945,1.01776297965281,372
9364000,1.49228845352231,29.4589933381113,25.5039319471133,17.1721204881357,1.26100864987675,376
59109668,1.87378325762491,32.6698055228965,30.3133177378148,22.4925681114294,1.92946282551829,380
2827695,5.86278242801063,27.5782528111468,45.7783232657035,20.9347128044777,8.34080242727078,388
125681593,-0.233352779398279,18.4276761917723,18.9523102986689,24.5038885560255,6.90679365008507,392
11148278,1.34609377243118,30.3078046808088,51.1360879463411,23.6976190392433,4.73529702051155,400
19000988,3.49505757399453,33.5468517088049,23.9970496138763,35.2669295966944,5.03000193996331,398
53005614,6.11090916378165,10.5691350779455,20.1000396753236,16.9949248648559,22.4282455241276,404
128874,3.49505757399453,12.699564586357,95.7910014513788,24.5038885560255,6.90679365008507,296
25971909,3.49505757399453,34.8936269333784,41.8726259594613,24.5038885560255,6.90679365008507,408
51744876,2.49833333333334,42.0354952410099,38.4568447108548,32.4459249547947,1.78964867753268,410
4250114,3.42362947609175,34.8936269333784,41.8726259594613,24.5038885560255,6.90679365008507,414
6691800,11.9050398185147,39.314655254672,69.0795967818441,26.6885043772685,14.6822072396616,417
7425057,3.75562036658905,34.8936269333784,41.8726259594613,34.1299777246213,16.0676970155249,418
1884490,3.27582937431157,63.4704718692499,66.8955471202403,19.8811535005058,4.10813160603328,428
5592631,154.756096023393,26.0256291282838,52.8029956226034,2.75863222595417,1.40016569211433,422
2281454,6.04774591950681,43.308672940286,88.9233194060934,34.2311018195858,4.94594501929561,426
5193416,3.49505757399453,34.8936269333784,41.8726259594613,18.238814477059,36.9620974636649,430
6735277,3.49505757399453,34.8936269333784,41.8726259594613,24.5038885560255,6.90679365008507,434
2800839,4.68354420903459,80.4921939351974,75.9728600016999,25.3038235321603,3.31378186629096,440
640064,2.52692009066169,211.433432185682,176.68700121397,11.2070985019883,0.195017560543721,442
686607,3.49505757399453,87.9199028019091,75.9816219309413,7.90149155944053,6.90679365008507,446
2065092,3.23074912132919,66.2147644463379,82.2542025692036,22.3548655980999,7.2493277727496,807
28915653,5.81225118787723,21.0206060441563,29.3951310054511,24.5038885560255,6.90679365008507,450
19889742,3.49505757399453,34.8936269333784,41.8726259594613,18.3794311615363,22.7301498576189,454
33573874,2.47710241465444,68.838894453892,61.730897156154,37.7586755810252,9.58817682732701,458
521457,0.543149688736981,75.2975676333256,67.78718551382,8.94426148335348,5.26581452581734,462
21904983,3.92560283104272,29.5861239037432,40.2174712656115,20.6055482250862,35.6904171579923,466
518536,1.49789217934737,150.740057079414,136.933377834388,12.8169848719119,0.411407709126576,470
42050,3.49505757399453,46.5700527783768,69.6339273280224,10.2819733627394,25.2991943012738,584
4614974,3.56516484650187,39.4524535539106,60.9405678723871,32.8972754757299,18.5787114189378,478
1266060,4.02852888157379,44.0391536813198,53.7491418228722,18.2884307321031,3.26502590134604,480
126705138,5.68920847683764,41.052471043738,42.5628005781288,30.8344029886314,3.88920120260251,484
113131,3.49505757399453,23.8349286400057,69.6732337711485,5.02288326404374,22.275634242996,583
2615199,5.10641129002835,30.6199454947821,57.9925260005332,20.6072602405885,10.3852477514994,498
3347782,7.35281243380224,58.5488639540916,60.5492144836795,37.0755721187771,13.1631741927742,496
619211,2.41080198403167,42.8343554419311,62.1956378014157,14.8354952739754,6.46148344458535,499
37076584,1.4019588396201,32.9316421550686,42.0200380951194,26.0809840564294,12.035861742439,504
32077072,5.68848699126617,31.3840779971806,68.8331303124785,21.9041928327425,27.4953774793206,508
53798084,3.49505757399453,28.2912612884051,24.8130483676228,35.0461842160451,23.4388644754277,104
2530151,3.61690530108811,31.7373763115948,47.990325352826,25.293095923859,9.48362087840892,516
12511,3.49505757399453,40.8963585434174,106.442577030812,24.5038885560255,6.90679365008507,520
30034989,4.08791045882441,5.20923042898015,38.601997748586,11.722515611004,21.3198897458798,524
17533044,2.67572008805381,82.979975617617,72.7201070582795,18.0591950076837,1.54690339064595,528
271030,3.49505757399453,34.8936269333784,41.8726259594613,24.5038885560255,6.90679365008507,540
5122600,3.94112060778728,22.5359801038129,26.5652662710608,24.5038885560255,6.90679365008507,554
6850540,4.92841396948961,46.8394162953584,59.392880621363,27.1899069091735,15.4845673751958,558
25252722,3.83786802840503,10.2839101185764,27.2271944555593,20.8342820212065,36.4810266239127,562
213401323,16.9528457221608,10.7384551021085,11.8380835104731,31.407534040012,23.3570587623058,566
49481,3.49505757399453,34.8936269333784,41.8726259594613,24.5038885560255,6.90679365008507,580
4520471,1.54663705583755,52.5266019364016,41.3895442243827,50.6336806853678,2.12077976136897,512
231402117,9.49621056124979,9.05820476789219,17.9919389578177,18.7961881882442,22.6737525408628,586
18024,2.61248185776489,34.8936269333784,41.8726259594613,12.0752984389348,3.85674931129477,585
4351267,1.63070337301891,51.0639807185273,41.6341126733548,27.6820016005006,2.59884820556842,591
9949437,4.48359014042394,34.8936269333784,41.8726259594613,24.5038885560255,6.90679365008507,598
6703799,4.78798310123612,35.9807869214248,34.8202944504989,34.6414358841969,9.86860276080759,600
33715471,4.27166381536796,29.0851649810352,26.418435213807,35.042742935238,6.97022653871104,604
113880328,3.92718022100326,25.7422838908874,37.7592870541554,28.8863804295193,10.0684567208235,608
37747124,5.05502704719268,57.9106750591094,54.534922185958,27.864919579199,2.2239769995442,616
10325147,1.2656571906905,41.5941465049152,44.5769375996167,19.659453065995,2.19043251884353,620
2688235,2.30446565742003,58.9141042001582,34.1317201355815,60.0023648378677,0.298285247761939,634
19119880,5.05232876096582,40.8491063550184,46.5092879970766,27.7837572305149,4.34970144711405,642
143449286,6.69445891957619,30.8559350809649,21.3110730154455,33.1589971083412,3.79659232831389,643
13461888,-0.391346748300792,19.0641466996588,34.7881008684875,20.3411708367792,24.062095884582,646
218764,3.1332047317449,11.6867014695341,49.2074522998266,11.130720409215,9.85364310144212,882
33745,3.49505757399453,34.8936269333784,41.8726259594613,24.5038885560255,6.90679365008507,674
223107,3.49505757399453,34.8936269333784,41.8726259594613,11.8590135590136,13.9478625128181,678
35950396,3.06328988941548,34.7691567419033,24.3473279652402,45.5220554716339,2.31147408947814,682
16876720,3.49505757399453,22.3152924548892,40.9482923946336,24.6658356379263,15.3236802803694,686
6834326,4.08510285335103,54.4833158798551,62.279193803209,24.9983808065231,6.29298408450434,688
99258,3.49505757399453,72.3090801397766,80.4301416215515,13.0027599942799,2.14019537630225,690
8420641,11.8739588840234,16.9281431620924,41.4626888578075,5.93370349627422,57.4487905246318,694
5453566,2.30485959040487,184.83549041449,153.474263427204,24.9029768151196,0.0335800809934304,702
42846,3.49505757399453,34.8936269333784,41.8726259594613,24.5038885560255,6.90679365008507,534
5447247,3.14960629921263,93.8013406232603,94.0261379220753,28.1894992600762,1.74371297190043,703
2108079,1.91706506089267,83.6299209539797,77.2903011848667,28.4817492192969,1.68943045354599,705
707851,-0.1154378944128,25.362040302267,37.9800793832532,24.5038885560255,6.90679365008507,90
17065581,3.49505757399453,20.0839014158364,85.7891976927115,24.5038885560255,6.90679365008507,706
59392255,4.61167217803201,31.193814296294,25.0241653857127,24.5038885560255,2.46760956325861,710
10748272,10.5167158294359,34.8936269333784,41.8726259594613,24.5038885560255,6.90679365008507,728
47415750,3.09313511976406,34.9334875650665,33.4482890055202,20.357428727207,2.61144375154328,724
22156000,7.01478071238186,16.8511139941564,24.2075529412432,29.7911537659292,8.70481659214593,144
47606,1.19568887038397,34.8936269333784,41.8726259594613,22.5933303790007,1.42281232386943,659
179651,2.41070312174385,34.8936269333784,41.8726259594613,12.3263611125297,1.76300368168056,662
104332,1.57272932500565,34.8936269333784,41.8726259594613,13.7314281984323,6.91441294838605,670
45657202,382.815998259943,2.25136439633003,1.87609460384166,7.36874367347322,6.35709212836979,729
612985,59.1117096483868,34.8936269333784,41.8726259594613,36.7425780220734,9.18849363250519,740
1192271,3.49505757399453,45.0535004175807,45.9148653983069,32.3415194824813,8.13859269199107,748
10415811,2.16319736447149,45.4939301843258,41.19163661703,22.6428162521348,1.29001123112623,752
21324367,3.49505757399453,34.8936269333784,41.8726259594613,24.5038885560255,6.90679365008507,760
9750064,3.49505757399453,34.8936269333784,41.8726259594613,24.5038885560255,6.90679365008507,762
63588334,3.690919588022,14.3308771430066,17.0523991625291,29.2789742365025,25.8856533461398,834
71601103,1.23039541318382,58.2087617690869,58.4484346381194,34.7786434760379,8.53176941882729,764
1320942,3.49505757399453,63.8877378280747,36.2787173187397,62.2529565628582,8.63773918797555,626
8644829,3.49505757399453,23.3167601853483,34.2251796103124,22.1565540884361,19.2784378886341,768
106017,5.64051140636751,12.5226642915549,60.844805035636,15.9227290333083,16.3232484642545,776
1525663,2.05922746915452,34.8936269333784,41.8726259594613,42.2306513835109,0.963379391653632,780
12262946,5.70635020830702,42.1255789818198,52.2265937281792,23.117346191846,10.1385723954345,788
84775404,19.5964926913323,35.3030142248797,35.5319089745946,31.1137138367434,5.54307698765026,792
6341855,3.49505757399453,34.8936269333784,41.8726259594613,24.5038885560255,6.90679365008507,795
45114,3.49505757399453,34.8936269333784,41.8726259594613,16.3868068287567,0.431255193370974,796
11204,3.49505757399453,34.8936269333784,41.8726259594613,24.5038885560255,6.90679365008507,798
45853778,2.20457204757416,15.7810081695276,25.9326225729506,27.149441688847,23.8418038272172,800
43792855,9.36313917695229,40.748673797626,41.8726259594613,23.461757272637,10.6330457284763,804
9365145,3.49505757399453,34.8936269333784,41.8726259594613,47.4834807904157,0.914025941842212,784
67326569,2.51837109614205,27.9492602280039,28.7210740035534,17.4853242500708,0.67483193987829,826
331893745,4.69785886363739,10.8927266773296,14.5886735893826,17.8846533610262,0.959566656543433,842
3426260,7.74791402314763,31.4821005605763,25.3238238886375,18.8659515143059,6.90679365008507,858
34915100,10.8492397508122,23.739155014108,40.1433809458173,32.0463959141152,24.9825172673166,860
319137,2.34328358208955,9.85927603106818,43.3387788636993,24.5038885560255,6.90679365008507,548
28199867,3.49505757399453,34.8936269333784,41.8726259594613,24.5038885560255,6.90679365008507,862
97468029,1.83471554810462,93.2916516650949,93.1765315784216,37.4762358002973,12.5603635142748,704
4922749,1.23748102831382,17.6317306839351,56.7999866938703,24.5038885560255,6.90679365008507,275
32981641,3.49505757399453,34.8936269333784,41.8726259594613,24.5038885560255,6.90679365008507,887
19473125,22.0212342935964,52.078387019102,33.9137895441203,42.5020770914522,3.39327658702745,894
15993524,98.5461050920624,25.4114462222573,30.9012338359069,28.8055863034811,8.84989924799123,716
